ID,Distance,Galactocentric Radius,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBbul,Radius,gobs,gbar,L10(gobs),L10(gbar),tdyn,tdyn,Luminosity,Mass
,Mpc,kpc,km/s,km/s,km/s,km/s,km/s,,,m,m/s2,,,,seconds,Gyr,,
NGC0100,13.5,7.52,84.6,4,17.46,45.44,0,2.01,0,2.32067E+20,3.08409E-11,1.0211E-11,-10.51087304,-10.99093044,4.7673E+15,0.151150786,3.232,1.99
NGC0100,13.5,7.98,86.1,5.53,18.01,44.24,0,1.61,0,2.46263E+20,3.01028E-11,9.26465E-12,-10.52139251,-11.03317116,5.15567E+15,0.163464443,3.232,1.99
NGC0100,13.5,8.44,87.5,10.2,18.77,43.11,0,1.27,0,2.60458E+20,2.93953E-11,8.48805E-12,-10.53172226,-11.07119186,5.53943E+15,0.17563191,3.232,1.99
NGC0100,13.5,8.9,89,7.77,19.76,41.91,0,0.96,0,2.74654E+20,2.88399E-11,7.81676E-12,-10.54000592,-11.10697296,5.92761E+15,0.187939365,3.232,1.99
NGC0100,13.5,9.35,90.4,5.16,20.86,40.72,0,0.84,0,2.88541E+20,2.83224E-11,7.25463E-12,-10.54787067,-11.13938477,6.30661E+15,0.199956011,3.232,1.99
NGC0100,13.5,9.62,91.2,13.7,21.63,40.12,0,0.83,0,2.96873E+20,2.80168E-11,6.99784E-12,-10.55258132,-11.15503596,6.51334E+15,0.206510334,3.232,1.99
NGC0247,3.7,1.08,34.6,0.9,2.87,22.18,0,66.02,0,3.33288E+19,3.59197E-11,1.50077E-11,-10.44466748,-10.82368528,1.49023E+15,0.047248801,7.332,1.746
NGC0247,3.7,1.61,47,0.8,4.22,29.63,0,54.33,0,4.96846E+19,4.44605E-11,1.80286E-11,-10.35202608,-10.74403726,1.66008E+15,0.052634177,7.332,1.746
NGC0247,3.7,2.15,59.1,3.1,5.53,34.54,0,44.47,0,6.6349E+19,5.2643E-11,1.84418E-11,-10.27865942,-10.73419758,1.89678E+15,0.060138735,7.332,1.746
NGC0247,3.7,2.7,64.4,1.4,7.02,38.17,0,37.92,0,8.3322E+19,4.97751E-11,1.80772E-11,-10.30298795,-10.74286859,2.14691E+15,0.068069483,7.332,1.746
NGC0247,3.7,3.22,67.4,2.3,8.74,41.49,0,33.35,0,9.93692E+19,4.5716E-11,1.80922E-11,-10.339932,-10.74250856,2.34358E+15,0.074305077,7.332,1.746
NGC0247,3.7,3.77,69.8,0.7,10.74,44.33,0,29.03,0,1.16342E+20,4.18768E-11,1.78826E-11,-10.37802643,-10.74757028,2.55067E+15,0.080870865,7.332,1.746
NGC0247,3.7,4.31,71.3,1.1,12.87,46.65,0,25.59,0,1.33007E+20,3.82213E-11,1.76071E-11,-10.41769413,-10.75431237,2.74848E+15,0.087142717,7.332,1.746
NGC0247,3.7,4.85,73.2,1.7,14.02,48.71,0,22.37,0,1.49671E+20,3.58001E-11,1.71658E-11,-10.4461155,-10.76533561,2.95282E+15,0.09362136,7.332,1.746
NGC0247,3.7,5.38,75.1,3,14.25,50.36,0,19.55,0,1.66027E+20,3.39705E-11,1.64985E-11,-10.46889832,-10.78255571,3.17225E+15,0.100578525,7.332,1.746
NGC0247,3.7,5.92,78.5,3.8,15.4,51.67,0,17.02,0,1.82691E+20,3.37304E-11,1.59118E-11,-10.47197831,-10.79828023,3.38843E+15,0.107432886,7.332,1.746
NGC0247,3.7,6.46,81.4,5,17.47,52.6,0,14.83,0,1.99356E+20,3.32369E-11,1.54095E-11,-10.47837963,-10.81221276,3.59684E+15,0.114040446,7.332,1.746
NGC0247,3.7,6.99,83.5,7,20.12,53.23,0,13.01,0,2.15711E+20,3.23221E-11,1.50119E-11,-10.49050015,-10.82356309,3.79069E+15,0.120186698,7.332,1.746
NGC0247,3.7,7.53,87.1,7.2,23.34,53.67,0,11.5,0,2.32376E+20,3.26472E-11,1.474E-11,-10.48615459,-10.83150186,3.97051E+15,0.125888103,7.332,1.746
NGC0247,3.7,8.07,90.7,4.8,25.63,54.09,0,10.34,0,2.4904E+20,3.30328E-11,1.43857E-11,-10.48105488,-10.8420681,4.16072E+15,0.131918921,7.332,1.746
NGC0247,3.7,8.62,93.1,1.4,27.36,54.75,0,9.41,0,2.66013E+20,3.25834E-11,1.40825E-11,-10.48700383,-10.8513201,4.34622E+15,0.137800234,7.332,1.746
NGC0247,3.7,9.14,95.9,2.1,29.31,55.29,0,8.09,0,2.8206E+20,3.26058E-11,1.38838E-11,-10.4867049,-10.85749276,4.50731E+15,0.142907739,7.332,1.746
NGC0247,3.7,9.69,98.4,5.2,31.5,55.46,0,6.86,0,2.99033E+20,3.23795E-11,1.3604E-11,-10.4897295,-10.86633218,4.68841E+15,0.148649773,7.332,1.746
NGC0247,3.7,10.23,101,8.2,33.45,55.35,0,5.8,0,3.15698E+20,3.23125E-11,1.32485E-11,-10.49062881,-10.87783301,4.88149E+15,0.154771358,7.332,1.746
NGC0247,3.7,10.76,103,9.4,35.18,54.98,0,4.92,0,3.32054E+20,3.19497E-11,1.28306E-11,-10.49553374,-10.89175447,5.08723E+15,0.161294532,7.332,1.746
NGC0247,3.7,11.3,104,9.4,36.44,54.45,0,4.17,0,3.48718E+20,3.10165E-11,1.23099E-11,-10.50840769,-10.90974624,5.32243E+15,0.168751879,7.332,1.746
NGC0247,3.7,11.84,105,8.9,37.01,53.82,0,3.57,0,3.65382E+20,3.01739E-11,1.16763E-11,-10.52036903,-10.93269292,5.59397E+15,0.177361186,7.332,1.746
NGC0247,3.7,12.38,105,8.4,37.01,53.2,0,3.12,0,3.82047E+20,2.88577E-11,1.09934E-11,-10.53973797,-10.95886933,5.89512E+15,0.186909451,7.332,1.746
NGC0247,3.7,12.91,105,9,36.33,52.54,0,2.63,0,3.98403E+20,2.7673E-11,1.02417E-11,-10.55794357,-10.98962789,6.23699E+15,0.197748563,7.332,1.746
NGC0247,3.7,13.48,106,8.4,35.29,51.7,0,2.23,0,4.15993E+20,2.70101E-11,9.41909E-12,-10.56847408,-11.025991,6.64566E+15,0.210705911,7.332,1.746
NGC0247,3.7,14.01,108,7.7,34.03,50.9,0,1.96,0,4.32349E+20,2.69782E-11,8.6709E-12,-10.56898655,-11.06193589,7.06131E+15,0.223884117,7.332,1.746
NGC0247,3.7,14.54,107,9.2,32.65,50.18,0,1.79,0,4.48704E+20,2.55157E-11,7.98756E-12,-10.59319277,-11.09758567,7.49502E+15,0.237635496,7.332,1.746
NGC0289,20.8,1.5,164,28.2,3.86,179.05,0,1392.39,0,4.629E+19,5.81033E-10,6.92888E-10,-9.235799485,-9.159336736,2.58471E+14,0.008195025,72.065,27.469
NGC0289,20.8,2.52,194,32,5.64,226.49,0,684.62,0,7.77672E+19,4.83957E-10,6.60041E-10,-9.315193003,-9.180429177,3.43252E+14,0.010883063,72.065,27.469
NGC0289,20.8,3.46,175,25.2,6.85,215.85,0,390.61,0,1.06776E+20,2.86816E-10,4.36787E-10,-9.542395923,-9.359730752,4.94426E+14,0.01567616,72.065,27.469
NGC0289,20.8,4.32,185,31.5,7.4,220.68,0,299.95,0,1.33315E+20,2.56722E-10,3.65708E-10,-9.590536212,-9.436865653,6.03772E+14,0.019143043,72.065,27.469
NGC0289,20.8,5.43,175,27.9,6,221.66,0,148.1,0,1.6757E+20,1.8276E-10,2.93425E-10,-9.738119654,-9.532503001,7.557E+14,0.023960048,72.065,27.469
NGC0289,20.8,6.38,167,27.2,4.74,211.57,0,68.44,0,1.96887E+20,1.4165E-10,2.27462E-10,-9.848783658,-9.643090495,9.30365E+14,0.029497952,72.065,27.469
NGC0289,20.8,7.57,176,7.18,7.37,198.06,0,40.47,0,2.3361E+20,1.32597E-10,1.68152E-10,-9.877466466,-9.77429732,1.17868E+15,0.037370841,72.065,27.469
NGC0289,20.8,10.6,185,4.29,21.99,170.85,0,14.69,0,3.27116E+20,1.04626E-10,9.07118E-11,-9.98035833,-10.04233619,1.89897E+15,0.06020843,72.065,27.469
NGC0289,20.8,13.57,183,4.22,32.44,151.82,0,5.42,0,4.1877E+20,7.99699E-11,5.75534E-11,-10.09707359,-10.23992871,2.69744E+15,0.085524501,72.065,27.469
NGC0289,20.8,16.64,172,4.33,38.81,136.17,0,3.34,0,5.1351E+20,5.76113E-11,3.9042E-11,-10.23949235,-10.40846768,3.62667E+15,0.114986479,72.065,27.469
NGC0289,20.8,19.71,161,4.24,42.5,127.01,0,3.06,0,6.08251E+20,4.26157E-11,2.94908E-11,-10.37043079,-10.53031361,4.54149E+15,0.143991345,72.065,27.469
NGC0289,20.8,22.68,156,5.08,49.56,119.49,0,1.47,0,6.99905E+20,3.47704E-11,2.3909E-11,-10.45878978,-10.62143781,5.41051E+15,0.171544463,72.065,27.469
NGC0289,20.8,25.75,159,6.49,54.94,111.5,0,0.76,0,7.94645E+20,3.18142E-11,1.94435E-11,-10.49737891,-10.7112263,6.39293E+15,0.202692668,72.065,27.469
NGC0289,20.8,28.72,173,6.97,55.53,105.68,0,0.64,0,8.86299E+20,3.37685E-11,1.60802E-11,-10.47148815,-10.79370932,7.42412E+15,0.235387366,72.065,27.469
NGC0289,20.8,31.79,177,6.57,60.71,100.59,0,0.4,0,9.81039E+20,3.19345E-11,1.40708E-11,-10.49573992,-10.85167986,8.34994E+15,0.264741158,72.065,27.469
NGC0289,20.8,34.77,179,4.47,65.78,96.09,0,0.25,0,1.073E+21,2.98611E-11,1.26377E-11,-10.52489455,-10.89833143,9.21438E+15,0.292148951,72.065,27.469
NGC0289,20.8,37.84,181,4.26,67.48,92.02,0,0.16,0,1.16774E+21,2.8055E-11,1.11508E-11,-10.5519899,-10.95269501,1.02334E+16,0.324458639,72.065,27.469
NGC0289,20.8,40.81,182,4.26,68.67,88.49,0,0.1,0,1.2594E+21,2.63015E-11,9.96195E-12,-10.58001974,-11.00165554,1.12437E+16,0.356489988,72.065,27.469
NGC0289,20.8,43.88,182,4.83,68.27,85.15,0,0.06,0,1.35414E+21,2.44613E-11,8.79624E-12,-10.61151976,-11.05570282,1.24075E+16,0.393387893,72.065,27.469
NGC0289,20.8,46.85,180,5.5,67.18,82.29,0,0.04,0,1.44579E+21,2.24099E-11,7.80528E-12,-10.64956051,-11.10761179,1.361E+16,0.431516058,72.065,27.469
NGC0289,20.8,49.92,177,8.5,65.98,79.64,0,0.03,0,1.54053E+21,2.03365E-11,6.94299E-12,-10.69172397,-11.15845357,1.48957E+16,0.47228086,72.065,27.469
NGC0289,20.8,52.99,175,11,65.09,77.21,0,0.02,0,1.63527E+21,1.87278E-11,6.23633E-12,-10.72751374,-11.20507091,1.61931E+16,0.513415156,72.065,27.469
NGC0289,20.8,55.96,172,11.6,64.29,75.06,0,0.01,0,1.72693E+21,1.7131E-11,5.65584E-12,-10.76621673,-11.2475032,1.74738E+16,0.554021638,72.065,27.469
NGC0289,20.8,59.03,168,12.6,62.6,72.97,0,0.01,0,1.82167E+21,1.54935E-11,5.07414E-12,-10.80985014,-11.29463786,1.89476E+16,0.600746973,72.065,27.469
NGC0289,20.8,62,158,5.38,59.81,71.15,0,0,0,1.91332E+21,1.30475E-11,4.51548E-12,-10.88447344,-11.34529606,2.05846E+16,0.652649703,72.065,27.469
NGC0289,20.8,65.07,158,6.5,57.13,69.42,0,0,0,2.00806E+21,1.24319E-11,4.02526E-12,-10.90546255,-11.39520558,2.23353E+16,0.708156861,72.065,27.469
NGC0289,20.8,68.05,166,15.5,55.14,67.85,0,0,0,2.10002E+21,1.31218E-11,3.63998E-12,-10.88200788,-11.43890098,2.40194E+16,0.761554217,72.065,27.469
NGC0289,20.8,71.12,165,8.75,53.24,66.34,0,0,0,2.19476E+21,1.24045E-11,3.29671E-12,-10.90641978,-11.48191953,2.5802E+16,0.81807272,72.065,27.469
NGC0300,2.08,0.91,33.1,3.9,0,31.52,0,90.5,0,2.80826E+19,3.90138E-11,3.53781E-11,-10.40878133,-10.4512649,8.90945E+14,0.028248111,2.922,0.936
NGC0300,2.08,1.36,46.7,2.7,0,37.5,0,67.25,0,4.19696E+19,5.19636E-11,3.35064E-11,-10.28430107,-10.47487229,1.11919E+15,0.03548476,2.922,0.936
NGC0300,2.08,1.82,53.9,4.7,0,42.04,0,53.8,0,5.61652E+19,5.17262E-11,3.14672E-11,-10.28628978,-10.50214189,1.33599E+15,0.042358728,2.922,0.936
NGC0300,2.08,2.27,58.8,2.5,2.86,46.16,0,41.88,0,7.00522E+19,4.93552E-11,3.05333E-11,-10.30666713,-10.51522618,1.51469E+15,0.048024438,2.922,0.936
NGC0300,2.08,2.72,65.6,2.6,7.4,48.37,0,31.96,0,8.39392E+19,5.12676E-11,2.85256E-11,-10.29015715,-10.54476506,1.7154E+15,0.05438802,2.922,0.936
NGC0300,2.08,3.17,70.8,2.7,8.38,49.78,0,24.71,0,9.78262E+19,5.12403E-11,2.6049E-11,-10.29038867,-10.58420927,1.9379E+15,0.061442734,2.922,0.936
NGC0300,2.08,3.63,82.1,4.9,8.42,50.48,0,18.99,0,1.12022E+20,6.01705E-11,2.33805E-11,-10.22061623,-10.63114602,2.18889E+15,0.069400499,2.922,0.936
NGC0300,2.08,4.08,84.1,6.6,9.19,50.65,0,14.68,0,1.25909E+20,5.61741E-11,2.1046E-11,-10.25046409,-10.67683011,2.44592E+15,0.077549929,2.922,0.936
NGC0300,2.08,4.54,83.4,6.2,12,50.39,0,11.28,0,1.40104E+20,4.96456E-11,1.91511E-11,-10.30411967,-10.71780648,2.70476E+15,0.085756577,2.922,0.936
NGC0300,2.08,4.99,81.5,2.7,12.98,49.84,0,8.72,0,1.53991E+20,4.31339E-11,1.7225E-11,-10.36518125,-10.76384009,2.98998E+15,0.094799619,2.922,0.936
NGC0300,2.08,5.45,80.8,4,13.57,49.05,0,6.7,0,1.68187E+20,3.88177E-11,1.53998E-11,-10.4109697,-10.81248471,3.30475E+15,0.104779634,2.922,0.936
NGC0300,2.08,5.9,82.8,12.4,15.44,48.12,0,5.18,0,1.82074E+20,3.76541E-11,1.40269E-11,-10.42418726,-10.85303928,3.60283E+15,0.114230458,2.922,0.936
NGC0300,2.08,6.36,88.2,11.7,20.16,47.07,0,3.98,0,1.9627E+20,3.96355E-11,1.33592E-11,-10.40191587,-10.87421861,3.83297E+15,0.12152738,2.922,0.936
NGC0300,2.08,6.81,88.5,8.5,24.2,45.98,0,3.08,0,2.10157E+20,3.72686E-11,1.28466E-11,-10.42865649,-10.89121138,4.04462E+15,0.12823764,2.922,0.936
NGC0300,2.08,7.26,88.4,8.9,27.05,44.86,0,2.38,0,2.24044E+20,3.48796E-11,1.22482E-11,-10.45742801,-10.91192911,4.27692E+15,0.13560295,2.922,0.936
NGC0300,2.08,7.71,88.2,10.8,28.23,43.73,0,1.84,0,2.37931E+20,3.26954E-11,1.13867E-11,-10.48551313,-10.94360189,4.57116E+15,0.14493204,2.922,0.936
NGC0300,2.08,8.17,89.5,3.1,27.84,42.59,0,1.41,0,2.52126E+20,3.17708E-11,1.02686E-11,-10.49797191,-10.98849034,4.95512E+15,0.157105891,2.922,0.936
NGC0300,2.08,8.62,89.7,9.5,26.95,41.5,0,1.09,0,2.66013E+20,3.0247E-11,9.20463E-12,-10.5193183,-11.03599377,5.37587E+15,0.17044599,2.922,0.936
NGC0300,2.08,9.07,93.7,7.3,26.46,40.45,0,0.84,0,2.799E+20,3.13672E-11,8.34703E-12,-10.50352403,-11.07846826,5.79076E+15,0.183600579,2.922,0.936
NGC0300,2.08,9.53,97,5.7,26.26,39.41,0,0.65,0,2.94096E+20,3.1993E-11,7.62587E-12,-10.49494535,-11.11771073,6.21012E+15,0.19689654,2.922,0.936
NGC0300,2.08,9.96,96.2,1.5,25.18,38.5,0,0.51,0,3.07366E+20,3.01089E-11,6.88523E-12,-10.52130512,-11.16208164,6.68142E+15,0.211839411,2.922,0.936
NGC0300,2.08,10.45,94.8,2.1,24.1,37.5,0,0.38,0,3.22487E+20,2.78679E-11,6.16167E-12,-10.55489554,-11.21030123,7.23447E+15,0.229374446,2.922,0.936
NGC0300,2.08,10.93,92.5,13.9,23.02,36.62,0,0.29,0,3.373E+20,2.53669E-11,5.54683E-12,-10.59573262,-11.25595511,7.79804E+15,0.247242945,2.922,0.936
NGC0300,2.08,11.32,92.8,10.6,22.03,35.97,0,0.23,0,3.49335E+20,2.46521E-11,5.09299E-12,-10.6081464,-11.2930269,8.28199E+15,0.262586828,2.922,0.936
NGC0300,2.08,11.8,93.5,12.1,21.74,35.19,0,0,0,3.64148E+20,2.40074E-11,4.69854E-12,-10.61965471,-11.32803713,8.80354E+15,0.27912314,2.922,0.936
NGC0801,80.7,1.17,123,6.2,2.58,183.66,0,2905.87,0,3.61062E+19,4.19014E-10,9.34401E-10,-9.377771561,-9.029466929,1.96573E+14,0.006232505,312.57,23.201
NGC0801,80.7,1.56,142,6.2,3.43,210.66,0,2304.03,0,4.81416E+19,4.18848E-10,9.22059E-10,-9.377943831,-9.03524124,2.28497E+14,0.00724468,312.57,23.201
NGC0801,80.7,1.96,205,6.2,4.28,232.37,0,1870.29,0,6.04856E+19,6.94793E-10,8.93008E-10,-9.158144271,-9.049144565,2.60255E+14,0.00825157,312.57,23.201
NGC0801,80.7,2.73,228,6.2,5.96,264.64,0,1313.72,0,8.42478E+19,6.17037E-10,8.31711E-10,-9.209688875,-9.080027374,3.18268E+14,0.010090932,312.57,23.201
NGC0801,80.7,3.52,238,6.2,7.61,281.54,0,825.59,0,1.08627E+20,5.21453E-10,7.30229E-10,-9.282784671,-9.136541186,3.85691E+14,0.012228641,312.57,23.201
NGC0801,80.7,10.59,229,4.2,23.2,269.17,0,159.49,0,3.26807E+20,1.60465E-10,2.23345E-10,-9.794620917,-9.651024181,1.20965E+15,0.038352735,312.57,23.201
NGC0801,80.7,17.65,225,6.9,37.46,243.6,0,48.01,0,5.44679E+20,9.29447E-11,1.11523E-10,-10.0317756,-9.952635732,2.20998E+15,0.070069092,312.57,23.201
NGC0801,80.7,24.61,220,4,47.21,226.69,0,36.25,0,7.59465E+20,6.37291E-11,7.05986E-11,-10.19566217,-10.15120389,3.27986E+15,0.103990585,312.57,23.201
NGC0801,80.7,31.67,222,2.4,59.26,219.45,0,15.29,0,9.77336E+20,5.04269E-11,5.28682E-11,-10.29733804,-10.2768051,4.29957E+15,0.136321029,312.57,23.201
NGC0801,80.7,38.74,219,4.1,61.77,202.4,0,5.94,0,1.19552E+21,4.01174E-11,3.74577E-11,-10.39666731,-10.42645891,5.64946E+15,0.1791206,312.57,23.201
NGC0801,80.7,45.8,214,4.7,58.45,183.36,0,2.13,0,1.41339E+21,3.24016E-11,2.62046E-11,-10.48943385,-10.58162217,7.34415E+15,0.232852067,312.57,23.201
NGC0801,80.7,52.86,216,2.6,58.96,169.7,0,1.2,0,1.63126E+21,2.86012E-11,1.97849E-11,-10.54361558,-10.70366529,9.08017E+15,0.287893921,312.57,23.201
NGC0801,80.7,59.82,216,8.8,66.89,158.21,0,0,0,1.84605E+21,2.52735E-11,1.59826E-11,-10.59733483,-10.79635148,1.07472E+16,0.34074949,312.57,23.201
NGC0891,9.91,0.92,234,12,-5.19,121.44,254.98,2850.07,1353.62,2.83912E+19,1.92863E-09,2.81036E-09,-8.714752034,-8.551238495,1.0051E+14,0.003186761,138.34,4.462
NGC0891,9.91,2.32,192,12,-10.42,280.89,185.98,1970.54,19.18,7.15952E+19,5.14895E-10,1.58665E-09,-9.288281449,-8.79951961,2.12423E+14,0.006735038,138.34,4.462
NGC0891,9.91,3.24,212,6.3,-11.44,325.09,158.37,904.93,1.73,9.99864E+19,4.49501E-10,1.30913E-09,-9.34726921,-8.883016419,2.76362E+14,0.008762277,138.34,4.462
NGC0891,9.91,4.17,223,4.41,-11.64,311.44,139.66,398.34,0.15,1.28686E+20,3.86436E-10,9.06354E-10,-9.412922251,-9.042702045,3.76805E+14,0.011946903,138.34,4.462
NGC0891,9.91,5.1,222,4.01,-11.54,293.95,126.35,271.63,0.01,1.57386E+20,3.13141E-10,6.51291E-10,-9.504260149,-9.186224875,4.91581E+14,0.015585969,138.34,4.462
NGC0891,9.91,6.03,224,3.85,-11.44,280.55,116.3,183.28,0,1.86086E+20,2.69639E-10,4.96356E-10,-9.569217197,-9.304206429,6.12294E+14,0.019413245,138.34,4.462
NGC0891,9.91,6.96,224,3.23,-9.02,271.7,108.06,131.67,0,2.14786E+20,2.3361E-10,3.9844E-10,-9.631509125,-9.399636868,7.34211E+14,0.023278732,138.34,4.462
NGC0891,9.91,7.89,226,3.4,6.44,260.33,101.6,102.27,0,2.43485E+20,2.0977E-10,3.20905E-10,-9.678256047,-9.493623181,8.7106E+14,0.027617627,138.34,4.462
NGC0891,9.91,8.8,226,3.21,16.24,254.4,96.17,60.87,0,2.71568E+20,1.88078E-10,2.73345E-10,-9.725661716,-9.563288798,9.96744E+14,0.031602541,138.34,4.462
NGC0891,9.91,9.73,227,2.75,25.64,241.26,91.46,35.23,0,3.00268E+20,1.7161E-10,2.23896E-10,-9.765457048,-9.649953863,1.15806E+15,0.036717206,138.34,4.462
NGC0891,9.91,10.64,227,2.65,32.27,231.49,87.46,35.29,0,3.2835E+20,1.56933E-10,1.8967E-10,-9.804285835,-9.722001326,1.31574E+15,0.041716489,138.34,4.462
NGC0891,9.91,11.58,224,2.35,35.44,224.36,83.84,17.47,0,3.57359E+20,1.40408E-10,1.64044E-10,-9.852608444,-9.785039784,1.47595E+15,0.046796184,138.34,4.462
NGC0891,9.91,12.52,220,2.43,42.18,213.5,80.63,15.2,0,3.86367E+20,1.25269E-10,1.39408E-10,-9.902154889,-9.855712943,1.66478E+15,0.052783102,138.34,4.462
NGC0891,9.91,13.46,218,2.3,46.37,208,77.76,12.53,0,4.15376E+20,1.14412E-10,1.2389E-10,-9.941527994,-9.906964495,1.83106E+15,0.05805519,138.34,4.462
NGC0891,9.91,14.4,217,2.77,49.33,200.84,75.18,6.77,0,4.44384E+20,1.05965E-10,1.08965E-10,-9.974838946,-9.962714014,2.01946E+15,0.064028677,138.34,4.462
NGC0891,9.91,15.33,216,4.43,49.33,193.84,72.86,4.92,0,4.73084E+20,9.8621E-11,9.57885E-11,-10.00603057,-10.01868676,2.22235E+15,0.070461312,138.34,4.462
NGC0891,9.91,16.27,210,4.47,47.29,188.07,70.73,3.39,0,5.02092E+20,8.78325E-11,8.48637E-11,-10.05634489,-10.07127804,2.43238E+15,0.077120363,138.34,4.462
NGC0891,9.91,17.11,208,4.35,45.04,182.56,68.97,0,0,5.28015E+20,8.19371E-11,7.59707E-11,-10.08651926,-10.11935412,2.63633E+15,0.083586922,138.34,4.462
NGC1003,11.4,1.25,47,7.6,2.05,56.98,0,175.71,0,3.8575E+19,5.72651E-11,8.42754E-11,-10.24211022,-10.07429926,6.76554E+14,0.021450672,6.82,5.88
NGC1003,11.4,2.08,59.5,4.5,6.07,64.63,0,107.61,0,6.41888E+19,5.51537E-11,6.56482E-11,-10.25842533,-10.18277691,9.88822E+14,0.031351361,6.82,5.88
NGC1003,11.4,2.9,71.6,3.7,10.81,74.91,0,67.61,0,8.9494E+19,5.72838E-11,6.40084E-11,-10.24196788,-10.1937633,1.18244E+15,0.037490128,6.82,5.88
NGC1003,11.4,3.73,77.6,3.1,14.74,77.71,0,47.27,0,1.15108E+20,5.23141E-11,5.435E-11,-10.28138131,-10.26480026,1.4553E+15,0.046141405,6.82,5.88
NGC1003,11.4,4.56,83.4,3.6,17,79.57,0,29.91,0,1.40722E+20,4.94278E-11,4.7046E-11,-10.30602866,-10.32747752,1.72949E+15,0.05483495,6.82,5.88
NGC1003,11.4,5.39,89.7,3.8,19.26,79.39,0,14.66,0,1.66335E+20,4.83727E-11,4.01221E-11,-10.3153998,-10.39661672,2.03611E+15,0.064556357,6.82,5.88
NGC1003,11.4,6.22,93.8,2.4,21.62,73.38,0,7.84,0,1.91949E+20,4.58373E-11,3.04875E-11,-10.33878063,-10.51587837,2.50918E+15,0.07955558,6.82,5.88
NGC1003,11.4,7.04,99,3,23.59,69.52,0,5.24,0,2.17254E+20,4.5113E-11,2.48074E-11,-10.34569819,-10.60541861,2.95933E+15,0.093827881,6.82,5.88
NGC1003,11.4,7.87,103,2.5,27.03,65.95,0,3.23,0,2.42868E+20,4.36821E-11,2.09168E-11,-10.3596962,-10.67950494,3.40752E+15,0.108037894,6.82,5.88
NGC1003,11.4,8.7,100,2.3,28.5,62.8,0,2.03,0,2.68482E+20,3.72464E-11,1.77147E-11,-10.42891517,-10.75166511,3.89305E+15,0.123432195,6.82,5.88
NGC1003,11.4,9.54,98.3,2,29.19,59.81,0,1.06,0,2.94404E+20,3.28218E-11,1.50449E-11,-10.48383726,-10.82260996,4.42361E+15,0.14025406,6.82,5.88
NGC1003,11.4,10.34,98.4,1.7,29.29,56.87,0,0.59,0,3.19092E+20,3.03441E-11,1.28242E-11,-10.51792626,-10.89197012,4.98819E+15,0.158154517,6.82,5.88
NGC1003,11.4,11.21,94.5,1.8,30.27,54.18,0,0.37,0,3.45941E+20,2.58144E-11,1.11341E-11,-10.58813792,-10.95334397,5.57407E+15,0.17673032,6.82,5.88
NGC1003,11.4,11.98,94.9,2.4,31.35,52.09,0,0.22,0,3.69703E+20,2.43601E-11,9.99773E-12,-10.61332031,-11.00009838,6.08101E+15,0.192803038,6.82,5.88
NGC1003,11.4,12.85,95.3,1.6,32.24,49.97,0,0.13,0,3.96551E+20,2.29027E-11,8.91794E-12,-10.64011325,-11.0497354,6.66833E+15,0.211424608,6.82,5.88
NGC1003,11.4,13.72,96.9,1.8,32.83,48.07,0,0.08,0,4.23399E+20,2.21767E-11,8.00317E-12,-10.65410248,-11.09673821,7.27351E+15,0.230612282,6.82,5.88
NGC1003,11.4,14.49,97.2,1.3,33.03,46.57,0,0.05,0,4.47161E+20,2.11285E-11,7.28986E-12,-10.67513178,-11.13728057,7.832E+15,0.248319458,6.82,5.88
NGC1003,11.4,15.36,100,1.8,33.12,45.03,0,0.03,0,4.7401E+20,2.10966E-11,6.59192E-12,-10.67578714,-11.1809878,8.47984E+15,0.268859744,6.82,5.88
NGC1003,11.4,16.13,104,2.7,32.83,43.81,0,0.02,0,4.97772E+20,2.17288E-11,6.02108E-12,-10.66296361,-11.22032543,9.09239E+15,0.288281101,6.82,5.88
NGC1003,11.4,17,104,3.2,33.52,42.53,0,0.01,0,5.2462E+20,2.06168E-11,5.58955E-12,-10.68577816,-11.25262292,9.68799E+15,0.307165329,6.82,5.88
NGC1003,11.4,17.78,105,3.4,32.34,41.49,0,0.01,0,5.48691E+20,2.00933E-11,5.04345E-12,-10.69694908,-11.29727211,1.04304E+16,0.330703054,6.82,5.88
NGC1003,11.4,18.65,109,3.9,31.65,40.42,0,0,0,5.75539E+20,2.06433E-11,4.57918E-12,-10.68522176,-11.33921192,1.1211E+16,0.355452562,6.82,5.88
NGC1003,11.4,19.52,110,3.8,29.88,39.42,0,0,0,6.02387E+20,2.00867E-11,4.06176E-12,-10.69709036,-11.391286,1.21781E+16,0.386117225,6.82,5.88
NGC1003,11.4,20.29,107,3.8,29.39,38.61,0,0,0,6.26149E+20,1.82848E-11,3.76029E-12,-10.73791041,-11.4247785,1.29041E+16,0.409134917,6.82,5.88
NGC1003,11.4,21.16,106,3.8,29,37.75,0,0,0,6.52998E+20,1.72068E-11,3.47025E-12,-10.76429985,-11.4596397,1.37175E+16,0.434924581,6.82,5.88
NGC1003,11.4,21.93,106,4,27.91,37.04,0,0,0,6.7676E+20,1.66026E-11,3.17828E-12,-10.77982282,-11.49780834,1.45922E+16,0.462657659,6.82,5.88
NGC1003,11.4,22.8,108,3.4,27.03,36.29,0,0,0,7.03608E+20,1.65774E-11,2.91012E-12,-10.78048326,-11.53608883,1.55493E+16,0.493001352,6.82,5.88
